34,1905,189,485,233,580
25,1905,41,485,91,583
34,1929,543,486,609,612
34,1929,782,475,858,597
34,1930,166,427,209,536
34,1936,230,420,294,547
34,1942,222,343,270,444
34,1942,397,486,444,601
5,1984,355,269,426,406
5,1984,572,269,645,407
5,1985,530,42,605,186
5,1985,452,43,526,185
5,1985,608,43,680,186
5,1985,377,45,448,185
5,1985,686,41,763,187
5,1985,390,274,459,412
5,1985,766,42,845,190
5,1985,461,277,532,415
5,1985,611,277,682,418
5,1986,343,141,413,275
5,1986,415,141,490,274
5,1986,569,134,646,271
5,1986,652,365,729,511
5,1986,647,134,723,269
5,1986,492,135,568,273
5,1986,421,368,495,509
5,1986,575,367,649,511
5,1986,500,368,572,510
5,1986,346,368,417,507
5,1986,730,367,809,512
17,1988,14,4,859,645
64,1998,2,8,860,643
23,2006,38,166,103,380
23,2009,453,425,505,607
25,2025,799,0,852,87
43,2026,252,27,312,145
44,2026,555,368,615,475
34,2027,244,226,307,376
34,2038,218,283,317,525
34,2038,749,317,826,523
44,2038,749,317,826,523
34,2039,1,2,860,644
25,2043,649,57,722,235
44,2044,284,264,341,412
44,2044,341,266,398,413
34,2045,427,466,495,629
34,2047,447,225,520,379
34,2047,432,417,493,553
25,2047,78,210,146,380
34,2048,761,31,832,176
34,2049,377,28,452,180
34,2050,50,27,122,162
34,2050,524,418,598,550
34,2050,296,216,358,350
34,2050,471,222,554,381
34,2052,547,298,628,471
34,2053,174,427,273,527
34,2061,563,331,633,435
34,2061,632,333,702,439
23,2093,591,430,652,582
23,2100,395,281,457,433
23,2104,121,250,234,405
23,2105,140,136,214,284
23,2105,82,145,159,286
23,2107,367,259,422,401
23,2107,187,271,253,404
60,2205,475,454,537,567
68,2205,475,454,537,567
52,2240,303,187,344,371
60,2240,303,187,344,371
68,2240,303,187,344,371
60,2240,165,232,207,368
52,2240,634,448,692,567
60,2240,634,448,692,567
52,2243,271,303,326,500
60,2243,271,303,326,500
68,2243,271,303,326,500
23,2244,18,355,97,432
54,2260,636,325,727,567
59,2261,556,0,720,315
52,2270,333,417,436,567
60,2270,333,417,436,567
52,2270,497,224,609,416
68,2270,646,5,755,204
60,2270,218,359,344,566
60,2270,447,451,541,567
52,2270,274,384,391,567
60,2270,274,384,391,567
52,2270,394,450,485,567
60,2270,394,450,485,567
52,2270,635,290,751,479
52,2271,570,146,705,329
60,2271,570,146,705,329
52,2271,534,418,643,557
60,2271,534,418,643,557
52,2271,462,465,544,567
52,2271,466,225,578,386
60,2271,466,225,578,386
1,2271,488,186,622,370
52,2271,488,186,622,370
59,2271,488,186,622,370
60,2271,488,186,622,370
68,2271,488,186,622,370
52,2271,510,431,605,567
52,2271,527,162,668,352
60,2271,527,162,668,352
52,2271,393,257,508,414
60,2271,393,257,508,414
68,2271,393,257,508,414
60,2271,341,494,408,567
52,2271,137,0,218,85
60,2271,137,0,218,85
60,2271,589,0,757,266
52,2271,365,265,474,429
60,2271,365,265,474,429
1,2272,163,54,278,390
52,2272,0,74,102,405
60,2272,0,74,102,405
1,2272,341,35,446,362
60,2272,324,422,404,567
68,2272,324,422,404,567
52,2272,397,409,475,567
60,2272,397,409,475,567
52,2272,686,391,747,567
60,2272,686,391,747,567
68,2272,686,391,747,567
52,2272,175,449,238,567
60,2272,175,449,238,567
52,2273,670,2,757,431
60,2273,670,2,757,431
5,2284,626,221,703,358
10,2285,126,389,216,554
10,2285,468,208,542,329
5,2340,307,17,402,160
5,2340,453,151,545,291
5,2340,242,0,319,110
5,2340,269,226,358,377
5,2340,242,0,336,170
5,2341,569,451,668,568
63,2383,432,81,491,194
60,2444,53,73,90,168
54,2453,232,282,295,524
60,2453,232,282,295,524
68,2453,232,282,295,524
54,2453,30,295,96,526
60,2453,30,295,96,526
68,2453,30,295,96,526
52,2689,375,81,433,249
60,2689,375,81,433,249
23,2690,326,37,383,211
60,2714,396,219,447,389
60,2715,373,331,432,543
52,2774,252,333,326,539
52,2774,115,330,189,536
52,2846,463,0,534,203
60,2846,463,0,534,203
60,2846,181,6,236,204
68,2846,181,6,236,204
60,2846,125,10,183,205
68,2846,125,10,183,205
60,2846,71,11,129,207
68,2846,71,11,129,207
60,2847,178,290,229,474
52,2847,130,294,181,472
60,2847,130,294,181,472
68,2847,130,294,181,472
68,2848,492,284,560,558
52,2849,511,31,578,264
60,2849,511,31,578,264
68,2849,511,31,578,264
60,2849,575,32,646,264
68,2849,575,32,646,264
60,2849,643,30,709,262
68,2849,643,30,709,262
52,2882,0,10,56,209
60,2882,0,10,56,209
52,2883,3,70,61,238
54,2883,3,70,61,238
59,2883,3,70,61,238
60,2883,3,70,61,238
68,2883,3,70,61,238
60,2883,223,101,273,239
60,2887,684,0,730,77
60,2900,323,509,368,567
60,2906,271,433,318,567
52,2907,330,394,379,555
60,2907,330,394,379,555
52,2908,36,491,101,567
60,2908,36,491,101,567
60,2959,94,424,147,552
60,2962,502,25,594,303
60,2964,393,177,446,340
68,2964,393,177,446,340
60,2972,34,352,98,486
68,2972,34,352,98,486
52,2974,61,245,102,401
52,2974,30,447,69,567
60,2975,467,280,518,437
60,2975,518,280,570,438
52,2975,413,266,461,435
54,2975,413,266,461,435
59,2975,413,266,461,435
60,2976,464,18,515,174
52,2976,410,13,457,173
52,2976,25,387,65,515
60,2976,25,387,65,515
54,2978,584,4,636,153
59,2978,584,4,636,153
52,2979,342,147,388,325
52,2979,389,147,434,324
59,2979,389,147,434,324
60,2979,389,147,434,324
52,2980,409,384,451,536
54,2980,409,384,451,536
59,2980,409,384,451,536
60,2980,409,384,451,536
54,3003,247,35,308,247
68,3003,247,35,308,247
27,3003,186,35,249,247
68,3003,186,35,249,247
68,3003,549,31,613,247
52,3003,611,89,672,247
60,3003,611,89,672,247
60,3003,245,282,299,508
68,3003,245,282,299,508
60,3004,327,104,388,324
68,3004,327,104,388,324
52,3004,558,148,621,326
60,3004,558,148,621,326
68,3004,558,148,621,326
52,3004,21,0,81,67
68,3005,394,52,458,287
52,3007,434,0,511,250
54,3007,434,0,511,250
59,3007,434,0,511,250
60,3007,434,0,511,250
68,3007,434,0,511,250
68,3007,296,0,371,248
68,3008,287,118,347,307
52,3008,230,116,287,304
60,3008,230,116,287,304
68,3008,230,116,287,304
68,3009,366,4,423,200
68,3009,242,250,296,435
68,3009,310,9,365,199
68,3009,146,20,202,201
68,3011,366,19,425,222
68,3011,411,257,465,467
52,3011,238,259,298,468
60,3011,238,259,298,468
68,3011,238,259,298,468
27,3011,18,28,78,227
68,3011,18,28,78,227
52,3012,511,2,566,219
60,3012,511,2,566,219
68,3012,511,2,566,219
68,3012,566,3,623,218
68,3012,218,13,279,221
52,3013,668,392,735,558
60,3013,668,392,735,558
68,3013,668,392,735,558
52,3013,592,391,643,538
60,3013,592,391,643,538
52,3015,602,0,669,143
60,3015,602,0,669,143
60,3015,409,402,452,541
52,3016,475,8,533,200
60,3016,475,8,533,200
68,3016,475,8,533,200
52,3016,544,21,599,198
52,3016,0,35,45,198
54,3016,0,35,45,198
60,3016,0,35,45,198
52,3016,58,233,109,417
60,3016,58,233,109,417
68,3016,58,233,109,417
68,3016,7,231,55,415
52,3017,348,39,405,220
60,3017,348,39,405,220
68,3017,348,39,405,220
52,3017,471,257,524,462
60,3017,471,257,524,462
68,3017,471,257,524,462
52,3017,364,257,419,462
59,3017,364,257,419,462
60,3017,364,257,419,462
68,3017,364,257,419,462
52,3017,419,257,473,462
60,3017,419,257,473,462
68,3017,419,257,473,462
52,3017,300,41,350,219
60,3017,300,41,350,219
52,3019,124,0,190,81
60,3019,124,0,190,81
60,3020,631,0,700,66
60,3020,84,371,132,520
60,3020,577,366,625,523
52,3020,17,354,77,514
60,3020,17,354,77,514
52,3020,134,370,184,520
60,3020,134,370,184,520
68,3022,488,140,540,340
52,3022,22,152,87,342
60,3022,22,152,87,342
52,3022,601,130,659,340
60,3022,601,130,659,340
52,3022,549,128,604,340
60,3022,549,128,604,340
52,3022,195,373,238,537
60,3022,195,373,238,537
52,3022,14,379,65,526
60,3022,14,379,65,526
68,3022,14,379,65,526
52,3023,404,168,458,392
60,3023,404,168,458,392
68,3023,404,168,458,392
1,3023,271,0,322,138
52,3023,271,0,322,138
59,3023,271,0,322,138
60,3023,271,0,322,138
52,3023,86,198,136,391
60,3023,86,198,136,391
68,3023,86,198,136,391
52,3023,324,0,375,137
59,3023,324,0,375,137
52,3023,82,447,134,567
59,3023,82,447,134,567
60,3023,82,447,134,567
52,3023,292,170,345,394
60,3023,292,170,345,394
52,3023,343,169,399,394
60,3023,343,169,399,394
68,3023,343,169,399,394
52,3023,137,196,188,389
60,3023,137,196,188,389
52,3023,221,0,272,140
59,3023,221,0,272,140
60,3023,221,0,272,140
60,3023,593,424,645,567
52,3023,131,429,180,567
59,3023,131,429,180,567
60,3023,131,429,180,567
52,3024,419,257,471,477
60,3024,419,257,471,477
52,3024,157,278,207,470
68,3024,309,259,361,476
52,3024,100,26,152,230
60,3024,100,26,152,230
68,3024,100,26,152,230
60,3024,360,257,413,477
68,3024,195,22,247,229
68,3024,147,26,198,230
52,3024,465,258,521,477
60,3024,465,258,521,477
68,3024,465,258,521,477
52,3025,41,67,96,260
60,3025,41,67,96,260
52,3025,208,68,259,259
60,3025,208,68,259,259
68,3025,208,68,259,259
52,3025,96,72,148,260
60,3025,96,72,148,260
52,3025,148,69,201,259
60,3025,148,69,201,259
52,3025,603,319,654,497
52,3025,259,65,315,258
59,3025,259,65,315,258
60,3025,259,65,315,258
68,3025,259,65,315,258
52,3025,654,309,702,498
60,3025,654,309,702,498
52,3025,27,307,82,500
60,3025,27,307,82,500
68,3025,648,60,698,255
52,3025,314,63,368,257
60,3025,314,63,368,257
52,3026,632,112,686,310
60,3026,632,112,686,310
68,3026,632,112,686,310
60,3026,103,119,156,313
52,3026,155,120,212,313
60,3026,155,120,212,313
68,3026,155,120,212,313
52,3026,603,351,651,522
59,3026,603,351,651,522
60,3026,603,351,651,522
52,3026,684,114,736,310
60,3026,684,114,736,310
68,3026,684,114,736,310
52,3026,110,360,162,533
60,3026,110,360,162,533
52,3026,249,345,297,530
60,3026,249,345,297,530
60,3026,113,0,167,65
52,3027,393,0,457,117
60,3027,393,0,457,117
52,3027,301,156,359,356
60,3027,301,156,359,356
68,3027,301,156,359,356
52,3027,406,155,454,359
60,3027,406,155,454,359
60,3027,619,154,676,350
68,3027,619,154,676,350
52,3027,352,155,403,358
60,3027,140,164,201,359
68,3027,140,164,201,359
60,3027,262,393,310,545
60,3027,645,399,701,546
52,3027,695,396,751,544
60,3027,695,396,751,544
52,3027,309,394,357,545
60,3027,309,394,357,545
52,3027,134,416,184,541
59,3027,134,416,184,541
60,3027,134,416,184,541
52,3027,220,402,264,542
60,3027,220,402,264,542
52,3027,453,393,496,539
60,3027,453,393,496,539
52,3028,67,348,119,526
60,3028,67,348,119,526
52,3028,279,346,336,533
60,3028,279,346,336,533
52,3028,225,354,281,534
60,3028,225,354,281,534
52,3028,448,336,504,530
59,3028,448,336,504,530
60,3028,448,336,504,530
52,3028,673,356,736,525
60,3028,673,356,736,525
68,3028,673,356,736,525
68,3028,558,343,619,533
52,3028,509,363,567,534
52,3028,14,352,71,524
60,3028,14,352,71,524
52,3029,356,67,419,296
59,3029,356,67,419,296
60,3029,356,67,419,296
68,3029,356,67,419,296
52,3029,294,65,358,297
59,3029,294,65,358,297
60,3029,294,65,358,297
68,3029,294,65,358,297
52,3029,417,60,478,295
59,3029,417,60,478,295
60,3029,417,60,478,295
52,3029,240,61,297,295
60,3029,240,61,297,295
52,3029,476,54,535,295
60,3029,476,54,535,295
52,3030,388,376,438,547
59,3030,388,376,438,547
60,3030,388,376,438,547
52,3030,436,357,489,549
59,3030,436,357,489,549
60,3030,436,357,489,549
68,3030,436,357,489,549
52,3030,526,125,582,322
59,3030,526,125,582,322
60,3030,526,125,582,322
68,3030,526,125,582,322
52,3030,337,356,391,545
60,3030,337,356,391,545
52,3030,584,126,638,322
59,3030,584,126,638,322
60,3030,584,126,638,322
52,3030,582,358,636,553
60,3030,582,358,636,553
52,3030,64,372,110,526
60,3030,64,372,110,526
52,3031,479,58,534,246
59,3031,479,58,534,246
60,3031,479,58,534,246
68,3031,479,58,534,246
52,3031,427,75,477,246
60,3031,427,75,477,246
59,3031,281,67,330,247
52,3031,328,65,381,246
60,3031,328,65,381,246
52,3031,380,76,430,246
60,3031,380,76,430,246
52,3031,545,297,598,491
59,3031,545,297,598,491
60,3031,545,297,598,491
68,3031,545,297,598,491
52,3031,601,330,653,491
59,3031,601,330,653,491
60,3031,601,330,653,491
52,3033,568,328,628,545
60,3033,568,328,628,545
52,3033,240,353,296,544
60,3033,240,353,296,544
52,3033,295,345,350,545
60,3033,295,345,350,545
1,3033,515,358,572,545
52,3033,515,358,572,545
60,3033,515,358,572,545
52,3034,254,120,309,330
60,3034,254,120,309,330
68,3034,254,120,309,330
52,3034,309,118,366,330
59,3034,309,118,366,330
60,3034,309,118,366,330
52,3034,426,367,480,561
60,3034,426,367,480,561
68,3034,426,367,480,561
60,3034,479,387,533,560
52,3034,71,360,120,547
60,3034,71,360,120,547
60,3034,120,361,171,548
52,3034,370,0,426,60
60,3034,370,0,426,60
52,3034,99,0,155,70
59,3034,99,0,155,70
52,3034,40,0,103,72
59,3034,40,0,103,72
60,3034,40,0,103,72
52,3035,505,56,562,257
60,3035,505,56,562,257
68,3035,505,56,562,257
60,3035,451,45,509,255
68,3035,451,45,509,255
52,3035,622,294,673,455
60,3035,622,294,673,455
52,3035,104,305,149,444
59,3035,104,305,149,444
60,3035,104,305,149,444
60,3036,384,380,433,540
52,3036,73,0,144,93
59,3036,73,0,144,93
60,3036,73,0,144,93
60,3036,138,0,208,91
60,3036,104,161,158,340
52,3036,435,137,485,339
60,3036,435,137,485,339
52,3036,621,380,677,532
60,3036,621,380,677,532
52,3036,154,149,212,338
60,3036,154,149,212,338
52,3036,675,379,730,527
60,3036,675,379,730,527
52,3036,34,372,84,525
60,3036,34,372,84,525
68,3036,34,372,84,525
52,3037,251,89,307,309
60,3037,251,89,307,309
68,3037,251,89,307,309
52,3037,192,93,247,303
60,3037,192,93,247,303
68,3037,192,93,247,303
52,3037,635,381,698,519
59,3037,635,381,698,519
60,3037,635,381,698,519
68,3037,635,381,698,519
52,3037,307,91,364,310
60,3037,307,91,364,310
68,3037,307,91,364,310
52,3037,45,341,99,496
60,3037,45,341,99,496
52,3037,139,366,186,504
59,3037,139,366,186,504
60,3037,139,366,186,504
52,3037,92,366,143,501
60,3037,92,366,143,501
1,3038,611,54,682,281
52,3038,441,310,488,502
60,3038,441,310,488,502
52,3038,576,346,634,506
59,3038,576,346,634,506
60,3038,576,346,634,506
52,3038,390,310,441,501
59,3038,390,310,441,501
60,3038,390,310,441,501
52,3038,334,311,385,500
60,3038,334,311,385,500
60,3038,137,324,184,486
52,3039,265,304,323,500
60,3039,265,304,323,500
68,3039,265,304,323,500
1,3039,615,308,680,511
52,3039,615,308,680,511
52,3039,22,298,75,486
59,3039,22,298,75,486
60,3039,22,298,75,486
52,3039,420,45,479,260
60,3039,420,45,479,260
68,3039,420,45,479,260
52,3039,478,48,538,260
60,3039,478,48,538,260
52,3039,320,305,376,503
60,3039,320,305,376,503
68,3039,320,305,376,503
52,3039,359,48,421,259
60,3039,359,48,421,259
68,3039,359,48,421,259
52,3040,699,302,756,513
60,3040,699,302,756,513
52,3040,145,73,197,247
60,3040,145,73,197,247
52,3040,400,60,455,246
60,3040,400,60,455,246
68,3040,400,60,455,246
52,3040,344,65,401,246
60,3040,344,65,401,246
52,3040,441,298,500,506
60,3040,441,298,500,506
52,3040,239,307,288,497
60,3040,239,307,288,497
52,3040,498,300,557,507
60,3040,498,300,557,507
68,3040,498,300,557,507
52,3041,384,40,445,246
60,3041,384,40,445,246
68,3041,384,40,445,246
52,3041,325,43,385,243
60,3041,325,43,385,243
52,3041,501,310,557,517
52,3041,381,303,437,510
60,3041,381,303,437,510
52,3041,325,305,375,509
60,3041,325,305,375,509
52,3042,499,257,554,457
59,3042,499,257,554,457
60,3042,499,257,554,457
52,3042,445,252,500,456
59,3042,445,252,500,456
60,3042,445,252,500,456
68,3042,445,252,500,456
60,3042,176,255,223,452
68,3042,176,255,223,452
60,3042,76,256,128,452
52,3042,26,265,76,450
59,3042,26,265,76,450
60,3042,26,265,76,450
68,3042,26,265,76,450
52,3042,230,281,284,452
60,3042,230,281,284,452
68,3042,230,281,284,452
52,3042,282,254,337,451
60,3042,282,254,337,451
68,3042,282,254,337,451
52,3042,677,250,730,439
60,3042,426,490,479,567
52,3045,537,0,595,172
60,3045,537,0,595,172
52,3045,473,0,536,172
60,3045,473,0,536,172
52,3045,251,0,309,173
59,3045,251,0,309,173
60,3045,251,0,309,173
68,3045,251,0,309,173
52,3045,196,0,247,174
59,3045,196,0,247,174
60,3045,196,0,247,174
68,3045,196,0,247,174
52,3045,457,205,512,391
60,3045,457,205,512,391
52,3045,508,208,564,396
60,3045,508,208,564,396
52,3045,207,232,257,388
60,3045,207,232,257,388
68,3045,207,232,257,388
60,3045,301,213,353,394
52,3045,634,450,681,567
60,3045,634,450,681,567
52,3045,288,444,330,557
59,3045,288,444,330,557
60,3045,288,444,330,557
68,3045,288,444,330,557
52,3045,246,429,289,558
60,3045,246,429,289,558
68,3045,246,429,289,558
60,3045,699,226,749,389
68,3045,699,226,749,389
52,3046,109,333,158,489
60,3046,109,333,158,489
68,3046,109,333,158,489
52,3046,383,368,431,510
59,3046,383,368,431,510
60,3046,383,368,431,510
68,3046,383,368,431,510
52,3046,469,91,530,311
60,3046,469,91,530,311
68,3046,469,91,530,311
1,3046,645,91,721,315
52,3046,359,99,417,304
60,3046,359,99,417,304
68,3046,359,99,417,304
52,3046,584,105,646,316
60,3046,584,105,646,316
60,3046,209,83,259,295
60,3046,527,92,587,312
52,3046,430,369,481,512
59,3046,430,369,481,512
60,3046,430,369,481,512
52,3046,416,103,472,305
27,3046,525,357,577,525
52,3046,525,357,577,525
60,3046,525,357,577,525
68,3046,525,357,577,525
52,3046,640,396,692,535
52,3047,126,314,174,469
60,3047,126,314,174,469
52,3047,398,354,448,494
59,3047,398,354,448,494
60,3047,398,354,448,494
68,3047,398,354,448,494
52,3047,490,78,551,300
60,3047,490,78,551,300
68,3047,490,78,551,300
52,3047,610,96,669,306
60,3047,610,96,669,306
52,3047,437,88,494,295
60,3047,437,88,494,295
68,3047,437,88,494,295
1,3047,181,74,235,276
52,3047,445,361,495,498
59,3047,445,361,495,498
60,3047,445,361,495,498
52,3047,538,350,590,512
60,3047,538,350,590,512
68,3047,538,350,590,512
52,3047,588,356,641,519
59,3047,588,356,641,519
60,3047,588,356,641,519
68,3047,588,356,641,519
52,3047,549,83,608,302
60,3047,549,83,608,302
1,3047,662,88,742,307
52,3047,289,317,327,425
60,3047,289,317,327,425
52,3047,650,380,710,524
59,3047,650,380,710,524
60,3047,650,380,710,524
52,3047,327,321,369,435
52,3048,20,67,86,283
60,3048,20,67,86,283
68,3048,20,67,86,283
1,3048,375,55,435,288
52,3048,132,81,191,286
60,3048,132,81,191,286
68,3048,132,81,191,286
52,3048,78,81,135,285
60,3048,78,81,135,285
68,3048,78,81,135,285
52,3048,28,330,82,487
59,3048,28,330,82,487
60,3048,28,330,82,487
52,3048,525,327,572,441
60,3048,525,327,572,441
52,3049,530,168,589,363
59,3049,530,168,589,363
60,3049,530,168,589,363
68,3049,530,168,589,363
52,3049,424,163,478,362
60,3049,424,163,478,362
68,3049,424,163,478,362
52,3049,639,0,698,110
59,3049,639,0,698,110
60,3049,639,0,698,110
52,3049,370,163,428,361
60,3049,370,163,428,361
68,3049,370,163,428,361
52,3049,200,196,251,360
59,3049,200,196,251,360
60,3049,200,196,251,360
52,3049,156,416,201,567
60,3049,156,416,201,567
60,3049,379,418,431,568
52,3050,540,65,594,249
60,3050,540,65,594,249
52,3050,491,63,543,250
60,3050,491,63,543,250
52,3050,440,296,493,490
60,3050,440,296,493,490
1,3050,393,55,443,251
52,3050,388,295,443,490
59,3050,388,295,443,490
60,3050,388,295,443,490
68,3050,388,295,443,490
52,3050,53,83,105,255
60,3050,53,83,105,255
52,3050,212,70,265,254
60,3050,212,70,265,254
68,3050,212,70,265,254
52,3050,262,68,312,252
60,3050,262,68,312,252
60,3050,176,330,227,485
68,3050,176,330,227,485
52,3051,425,46,479,234
60,3051,425,46,479,234
68,3051,425,46,479,234
52,3051,477,46,529,234
60,3051,477,46,529,234
52,3051,370,47,426,235
52,3051,538,45,591,235
60,3051,538,45,591,235
52,3051,104,50,156,236
60,3051,104,50,156,236
52,3051,587,43,643,236
60,3051,587,43,643,236
68,3051,587,43,643,236
52,3051,501,316,554,477
60,3051,501,316,554,477
68,3051,501,316,554,477
52,3051,294,284,345,475
59,3051,294,284,345,475
60,3051,294,284,345,475
52,3051,554,313,605,477
60,3051,554,313,605,477
52,3051,244,282,295,473
59,3051,244,282,295,473
60,3051,244,282,295,473
52,3051,194,283,244,471
59,3051,194,283,244,471
60,3051,194,283,244,471
52,3051,346,284,399,476
52,3052,365,0,419,176
52,3052,207,1,262,175
60,3052,207,1,262,175
52,3052,259,0,313,176
52,3052,125,217,171,395
60,3052,125,217,171,395
68,3052,125,217,171,395
52,3052,170,222,216,399
60,3052,170,222,216,399
52,3052,267,220,317,404
60,3052,267,220,317,404
52,3052,512,236,558,405
60,3052,512,236,558,405
68,3052,512,236,558,405
52,3052,605,215,653,408
60,3052,605,215,653,408
68,3052,605,215,653,408
52,3052,240,457,288,567
59,3052,240,457,288,567
60,3052,240,457,288,567
68,3052,240,457,288,567
60,3052,47,215,96,393
52,3052,196,452,243,567
60,3052,196,452,243,567
68,3052,196,452,243,567
52,3052,560,234,607,406
59,3052,560,234,607,406
60,3052,560,234,607,406
52,3053,237,196,290,363
60,3053,237,196,290,363
68,3053,237,196,290,363
52,3053,187,192,240,361
60,3053,187,192,240,361
68,3053,187,192,240,361
52,3053,137,173,189,358
60,3053,137,173,189,358
68,3053,137,173,189,358
1,3053,329,0,388,139
52,3053,323,174,372,364
59,3053,323,174,372,364
60,3053,323,174,372,364
68,3053,323,174,372,364
52,3053,439,183,492,371
59,3053,439,183,492,371
60,3053,439,183,492,371
52,3053,292,423,335,553
60,3053,292,423,335,553
52,3053,336,406,378,555
59,3053,336,406,378,555
60,3053,336,406,378,555
52,3053,491,183,541,373
60,3053,491,183,541,373
68,3053,491,183,541,373
52,3053,394,181,441,349
60,3053,394,181,441,349
52,3053,380,425,425,560
60,3053,380,425,425,560
52,3053,701,416,756,563
60,3053,701,416,756,563
68,3053,701,416,756,563
52,3053,252,417,294,547
52,3054,213,76,267,261
60,3054,213,76,267,261
68,3054,213,76,267,261
52,3054,354,64,405,263
59,3054,354,64,405,263
60,3054,354,64,405,263
68,3054,354,64,405,263
52,3054,266,84,320,262
60,3054,266,84,320,262
52,3054,474,67,529,267
59,3054,474,67,529,267
60,3054,474,67,529,267
68,3054,474,67,529,267
52,3054,412,324,458,472
59,3054,412,324,458,472
60,3054,412,324,458,472
52,3054,366,310,409,470
59,3054,366,310,409,470
60,3054,366,310,409,470
52,3054,528,68,580,271
60,3054,528,68,580,271
68,3054,528,68,580,271
60,3054,509,325,549,474
52,3056,693,112,754,302
60,3056,693,112,754,302
68,3056,693,112,754,302
60,3056,31,324,77,469
52,3056,70,323,116,470
60,3056,70,323,116,470
52,3056,700,345,756,491
60,3056,700,345,756,491
52,3057,695,143,751,327
59,3057,695,143,751,327
60,3057,695,143,751,327
68,3057,695,143,751,327
59,3057,81,145,128,320
52,3057,680,362,728,518
60,3057,680,362,728,518
68,3057,680,362,728,518
60,3057,187,170,254,317
59,3057,260,173,337,321
60,3057,260,173,337,321
59,3057,88,355,127,499
52,3058,424,0,470,131
60,3058,424,0,470,131
68,3058,424,0,470,131
52,3058,470,0,521,131
54,3058,470,0,521,131
59,3058,470,0,521,131
52,3058,321,0,374,131
60,3058,321,0,374,131
68,3058,321,0,374,131
59,3058,272,407,350,543
60,3058,272,407,350,543
52,3058,678,387,727,556
60,3058,678,387,727,556
52,3058,365,176,414,348
54,3058,365,176,414,348
59,3058,365,176,414,348
60,3058,365,176,414,348
59,3058,205,405,268,537
60,3058,205,405,268,537
52,3059,138,448,177,567
60,3059,138,448,177,567
